"clst_id","x1","x2","x3","bld","total","age_1","age_2","age_3","age_4","age_5","age_6","age_7","age_8","age_9","age_10","age_11","age_12","total2","fage_1","fage_2","fage_3","fage_4","fage_5","fage_6","fage_7","fage_8","fage_9","fage_10","fage_11","fage_12","mage_1","mage_2","mage_3","mage_4","mage_5","mage_6","mage_7","mage_8","mage_9","mage_10","mage_11","mage_12","lon","lat"
227,0.46175898179035,0.467533812491035,0.492652930539401,235,28329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.75
228,0.403059741577606,0.428296985232133,0.517896404396351,230,30459,2217,2189,4364,4347,3356,4464,3341,2148,1504,1089,730,710,30459,1252,1166,2379,2238,1735,2452,1724,1198,804,587,379,382,965,1023,1985,2109,1621,2012,1617,950,700,502,351,328,0.5833333333335,0.75
229,0.4418610403887,0.472886783022731,0.487336019754289,259,35886,2565,2584,5213,5152,3938,5202,3942,2644,1740,1190,821,895,35886,1424,1316,2555,2763,1999,2609,1998,1389,911,638,447,450,1141,1268,2658,2389,1939,2593,1944,1255,829,552,374,445,0.6166666666665,0.75
230,0.474144031788779,0.458602349049013,0.423303010514692,220,25077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.75
231,0.490801287541024,0.415685059125466,0.477136899436879,217,28696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6833333333335,0.75
232,0.427098326747787,0.509958400326435,0.53553314171335,244,25707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7166666666665,0.75
233,0.518552984789133,0.455473327004619,0.56573182134274,257,33272,2434,2384,4884,4824,3610,4815,3534,2406,1567,1180,827,807,33272,1254,1285,2521,2612,1945,2581,1868,1268,810,595,427,432,1180,1099,2363,2212,1665,2234,1666,1138,757,585,400,375,0.75,0.75
234,0.573731464341377,0.426794242448873,0.550943598155327,289,46111,3276,3309,6776,6627,5043,6656,4942,3358,2269,1624,1080,1151,46111,1703,1820,3562,3355,2740,3547,2632,1796,1121,861,583,565,1573,1489,3214,3272,2303,3109,2310,1562,1148,763,497,586,0.7833333333335,0.75
235,0.516076481213745,0.438717557315702,0.407540861028167,262,38218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8166666666665,0.75
236,0.45872392711643,0.445542174559381,0.545493413553686,255,51946,3758,3893,7472,7481,5429,7490,5713,3821,2520,1820,1242,1307,51946,1893,2027,3745,3826,2977,3821,3118,2030,1288,933,656,684,1865,1866,3727,3655,2452,3669,2595,1791,1232,887,586,623,0.85,0.75
237,0.469509413395341,0.457415265263039,0.504115480188811,283,58179,4212,4260,8325,8490,6227,8418,6349,4166,2861,1986,1451,1434,58179,2225,2312,4257,4540,3413,4369,3080,1998,1485,1125,760,707,1987,1948,4068,3950,2814,4049,3269,2168,1376,861,691,727,0.8833333333335,0.75
238,0.50631481472194,0.522824866775166,0.491546252967806,327,78616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9166666666665,0.75
239,0.516142466765964,0.468389420637355,0.425219234584327,288,79287,5621,5680,11346,11645,8497,11537,8634,5896,3781,2841,1918,1891,79287,3152,3041,6171,5826,4429,5865,4667,3074,1878,1549,1025,1034,2469,2639,5175,5819,4068,5672,3967,2822,1903,1292,893,857,0.95,0.75
240,0.491556334877985,0.443684315332725,0.664311651541564,441,167035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9833333333335,0.75
241,0.48662743059713,0.48380007282855,0.549059806456,240,2655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0166666666665,0.7166666666665
242,0.473101082433719,0.493388426080481,0.380807840467435,232,3129,224,227,456,439,351,452,336,229,148,114,69,84,3129,122,129,256,224,183,241,174,119,72,64,39,44,102,98,200,215,168,211,162,110,76,50,30,40,0.05,0.7166666666665
243,0.49380961077468,0.490929505942133,0.553514926779938,236,6066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333335,0.7166666666665
244,0.504618989207926,0.418249699140668,0.424428326613091,239,6540,474,466,952,904,721,938,755,438,330,250,155,157,6540,268,236,498,458,365,454,370,237,185,132,83,87,206,230,454,446,356,484,385,201,145,118,72,70,0.1166666666665,0.7166666666665
245,0.462166880780587,0.486793418663112,0.534739376890377,266,7893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.7166666666665
246,0.48890319000032,0.449221604288138,0.60589864591386,259,9812,720,716,1330,1418,1101,1431,1045,676,493,372,256,254,9812,376,369,713,765,592,709,548,366,259,201,125,137,344,347,617,653,509,722,497,310,234,171,131,117,0.1833333333335,0.7166666666665
247,0.486542402752421,0.481899979013168,0.447236189460563,207,8213,591,601,1234,1201,872,1112,881,613,402,307,187,212,8213,315,327,673,653,458,581,469,329,207,182,102,110,276,274,561,548,414,531,412,284,195,125,85,102,0.2166666666665,0.7166666666665
248,0.501324407164012,0.482603732548213,0.370823982801755,208,7779,587,544,1172,1085,790,1141,856,584,358,293,194,175,7779,323,289,621,586,410,607,472,297,196,160,98,95,264,255,551,499,380,534,384,287,162,133,96,80,0.25,0.7166666666665
249,0.446303205637641,0.507047264944758,0.561180092832474,271,12887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2833333333335,0.7166666666665
250,0.517279550395938,0.46497626648353,0.426158061728197,245,14710,998,1044,2206,2120,1561,2170,1556,1068,665,573,370,379,14710,517,579,1162,1196,822,1178,852,562,350,302,184,198,481,465,1044,924,739,992,704,506,315,271,186,181,0.3166666666665,0.7166666666665
251,0.493716681843944,0.458839888705043,0.498249311331657,249,22332,1631,1564,3219,3298,2434,3268,2298,1672,1075,811,564,498,22332,847,834,1792,1747,1222,1656,1175,876,566,450,285,257,784,730,1427,1551,1212,1612,1123,796,509,361,279,241,0.35,0.7166666666665
252,0.52517644385751,0.424785310312239,0.507165855759382,240,22184,1605,1592,3176,3243,2433,3225,2437,1591,1066,764,524,528,22184,778,873,1622,1725,1349,1609,1258,831,563,375,264,283,827,719,1554,1518,1084,1616,1179,760,503,389,260,245,0.3833333333335,0.7166666666665
253,0.434194342631372,0.480706913809952,0.560678195823663,264,26727,1935,1850,3852,3896,2942,3842,2801,1929,1419,1005,622,634,26727,989,930,2007,2082,1520,2169,1460,959,716,553,350,317,946,920,1845,1814,1422,1673,1341,970,703,452,272,317,0.4166666666665,0.7166666666665
254,0.514545026185617,0.408239512689659,0.578944020266558,261,18739,1391,1346,2694,2699,2074,2653,2025,1404,920,649,432,452,18739,734,692,1385,1371,1032,1392,1061,736,488,352,218,245,657,654,1309,1328,1042,1261,964,668,432,297,214,207,0.45,0.7166666666665
255,0.424284006831537,0.522009489622427,0.553921546594968,274,23613,1639,1707,3461,3537,2623,3364,2563,1658,1123,865,554,519,23613,869,878,1746,1903,1275,1767,1420,848,538,438,294,286,770,829,1715,1634,1348,1597,1143,810,585,427,260,233,0.4833333333335,0.7166666666665
256,0.503173392489283,0.47946122375172,0.530048834421549,274,27031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5166666666665,0.7166666666665
257,0.488333352058124,0.467710609217504,0.474916689113958,278,30076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.7166666666665
258,0.48695590137714,0.445685211842119,0.533519835312501,282,34490,2582,2454,4969,4947,3681,4928,3825,2496,1628,1344,826,810,34490,1352,1351,2616,2701,1973,2707,1993,1364,894,651,432,414,1230,1103,2353,2246,1708,2221,1832,1132,734,693,394,396,0.5833333333335,0.7166666666665
259,0.505870130583041,0.435340711484235,0.608060278729254,285,48163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6166666666665,0.7166666666665
260,0.524923034463827,0.476677287906911,0.70751199342658,310,58056,4097,4168,8334,8402,6352,8621,6345,4162,2800,2090,1388,1297,58056,2245,2167,4361,4539,3246,4393,3395,2043,1446,1107,744,657,1852,2001,3973,3863,3106,4228,2950,2119,1354,983,644,640,0.65,0.7166666666665
261,0.551871306841263,0.460261429928013,0.578464191897838,286,40498,2838,2959,5830,5898,4354,5929,4484,2884,1925,1521,938,938,40498,1404,1431,3100,3211,2260,3319,2317,1524,1020,842,520,479,1434,1528,2730,2687,2094,2610,2167,1360,905,679,418,459,0.6833333333335,0.7166666666665
262,0.520512558672732,0.427043539692391,0.516895365189402,249,23797,1618,1772,3378,3370,2600,3542,2664,1664,1137,884,610,558,23797,843,932,1746,1732,1418,1890,1485,863,585,455,302,296,775,840,1632,1638,1182,1652,1179,801,552,429,308,262,0.7166666666665,0.7166666666665
263,0.496253843834918,0.474577876141325,0.394357086743923,238,25764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.7166666666665
264,0.512494929949409,0.47018367146519,0.690861299378697,307,63100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7833333333335,0.7166666666665
265,0.439561619112164,0.510251379688502,0.527638442068521,284,61392,4419,4408,8845,8919,6570,8844,6774,4510,2932,2212,1433,1526,61392,2457,2209,4890,4731,3421,4698,3368,2314,1504,1230,761,809,1962,2199,3955,4188,3149,4146,3406,2196,1428,982,672,717,0.8166666666665,0.7166666666665
266,0.492581302922837,0.462833035231585,0.510018505851366,248,49912,3644,3707,7135,7355,5398,7182,5327,3611,2431,1710,1177,1235,49912,1867,1852,3909,3800,2904,3803,2743,1964,1257,936,612,639,1777,1855,3226,3555,2494,3379,2584,1647,1174,774,565,596,0.85,0.7166666666665
267,0.47588442953932,0.450140737621388,0.588692571974177,287,79251,5732,5771,11536,11342,8538,11525,8502,5747,3826,2866,1940,1926,79251,3124,2968,6287,5957,4652,5884,4715,3116,1918,1428,1084,918,2608,2803,5249,5385,3886,5641,3787,2631,1908,1438,856,1008,0.8833333333335,0.7166666666665
268,0.510145836352707,0.474670581258164,0.566168613666231,367,117321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9166666666665,0.7166666666665
269,0.52113674183854,0.472204276077361,0.594360946134914,379,170796,12538,12336,24606,24571,18379,24744,18761,12299,8201,6180,4057,4124,170796,6574,6773,12720,12814,9404,12468,9683,6408,4517,3199,2215,2072,5964,5563,11886,11757,8975,12276,9078,5891,3684,2981,1842,2052,0.95,0.7166666666665
270,0.397125826714285,0.500287326320328,0.493603904049242,367,150462,11031,10857,21631,21737,16396,21738,16295,10854,7337,5510,3626,3450,150462,5691,6085,11230,11710,9175,11476,9153,5974,3804,3037,2089,1758,5340,4772,10401,10027,7221,10262,7142,4880,3533,2473,1537,1692,0.9833333333335,0.7166666666665
271,0.460654642806787,0.47393366115224,0.42967943899586,234,1932,135,126,262,279,216,292,216,155,93,75,46,37,1932,69,66,141,147,117,153,115,79,48,38,24,21,66,60,121,132,99,139,101,76,45,37,22,16,0.0166666666665,0.6833333333335
272,0.552248234890341,0.411315559924805,0.614047918894436,273,5138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.6833333333335
273,0.500730184405979,0.452136364013514,0.581147475067536,218,8029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333335,0.6833333333335
274,0.453897868868551,0.481245293052864,0.48733787879981,255,9266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1166666666665,0.6833333333335
275,0.483137134871546,0.445274838774868,0.477929050649124,262,9503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.6833333333335
276,0.463990910743457,0.472104317859923,0.52165747476706,226,14719,1051,1070,2182,2121,1606,2162,1509,1071,706,532,354,355,14719,552,501,1082,1079,796,1149,821,567,374,281,186,192,499,569,1100,1042,810,1013,688,504,332,251,168,163,0.1833333333335,0.6833333333335
277,0.500254191222492,0.487096515664382,0.666907725634774,278,18800,1385,1296,2599,2777,2126,2668,2070,1363,908,690,447,471,18800,687,665,1325,1524,1166,1401,1158,732,490,369,232,252,698,631,1274,1253,960,1267,912,631,418,321,215,219,0.2166666666665,0.6833333333335
278,0.473328256518818,0.462693688566305,0.50309841759487,237,10241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.6833333333335
279,0.512115607546143,0.498949069998192,0.517186571800927,257,12550,981,860,1811,1697,1374,1866,1368,921,607,462,287,316,12550,486,468,939,894,668,936,683,491,329,239,147,161,495,392,872,803,706,930,685,430,278,223,140,155,0.2833333333335,0.6833333333335
280,0.494123359974616,0.474195471621852,0.494871593415298,246,12435,869,905,1787,1799,1289,1856,1375,887,620,440,313,295,12435,427,482,905,979,660,954,694,490,327,231,162,155,442,423,882,820,629,902,681,397,293,209,151,140,0.3166666666665,0.6833333333335
281,0.557675520824904,0.469911063643074,0.547633731023605,288,19496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.6833333333335
282,0.508663713088437,0.416661813358244,0.520428527310465,275,15928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3833333333335,0.6833333333335
283,0.521632981114696,0.466215941721076,0.685200574890572,284,21091,1511,1437,3046,3066,2247,3112,2321,1543,1027,788,493,500,21091,759,741,1552,1612,1245,1515,1202,795,539,421,268,257,752,696,1494,1454,1002,1597,1119,748,488,367,225,243,0.4166666666665,0.6833333333335
284,0.466717711822808,0.454531047750018,0.646673527322755,299,20599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.6833333333335
285,0.481949217344054,0.419219523288868,0.500104618980492,238,18502,1290,1360,2674,2620,2017,2636,2032,1372,912,668,482,439,18502,690,740,1472,1431,1066,1424,1076,700,467,371,266,249,600,620,1202,1189,951,1212,956,672,445,297,216,190,0.4833333333335,0.6833333333335
286,0.468615337631636,0.444286345751063,0.471078738789697,255,27133,1978,1935,3842,3976,2924,3966,2900,1992,1300,1036,643,641,27133,1154,1036,2057,1977,1582,1922,1575,1055,692,558,336,324,824,899,1785,1999,1342,2044,1325,937,608,478,307,317,0.5166666666665,0.6833333333335
287,0.476343527657929,0.464942421212376,0.471149160538344,260,35480,2543,2561,5149,5088,3904,5119,3826,2596,1671,1283,882,858,35480,1215,1399,2687,2549,1850,2579,1993,1343,898,671,450,438,1328,1162,2462,2539,2054,2540,1833,1253,773,612,432,420,0.55,0.6833333333335
288,0.468460425179575,0.456401493824577,0.367910197309524,246,36371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5833333333335,0.6833333333335
289,0.462980662427405,0.489869935863322,0.447510133959144,260,50900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6166666666665,0.6833333333335
290,0.467137148517956,0.464857236354786,0.615458567894394,317,66486,4819,4806,9662,9635,7114,9723,7170,4801,3200,2371,1629,1556,66486,2598,2556,5439,4933,3726,5575,3675,2580,1559,1196,838,835,2221,2250,4223,4702,3388,4148,3495,2221,1641,1175,791,721,0.65,0.6833333333335
291,0.49559910267587,0.478649286698656,0.419678547843229,282,38676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6833333333335,0.6833333333335
292,0.444857660820149,0.45997529657771,0.423856076350578,231,31579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7166666666665,0.6833333333335
293,0.468791062905513,0.459430221090192,0.478885553679328,225,28523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.6833333333335
294,0.465999470151652,0.445865580670125,0.549373767549406,250,53107,3816,3780,7703,7502,5764,7773,5952,3857,2518,1943,1244,1255,53107,1938,2080,4220,3893,3002,4111,2944,2046,1374,979,647,616,1878,1700,3483,3609,2762,3662,3008,1811,1144,964,597,639,0.7833333333335,0.6833333333335
295,0.527457799815381,0.419058867032825,0.500660145341283,272,51548,3805,3787,7546,7461,5466,7352,5644,3634,2455,1866,1299,1233,51548,1982,2085,4086,3941,3048,3924,2906,1744,1264,1000,668,666,1823,1702,3460,3520,2418,3428,2738,1890,1191,866,631,567,0.8166666666665,0.6833333333335
296,0.489026411284122,0.437482018970808,0.562596146077234,267,58426,4248,4150,8461,8303,6424,8414,6405,4168,2840,2131,1431,1451,58426,2174,2456,4548,4371,3434,4602,3309,2129,1555,1177,810,764,2074,1694,3913,3932,2990,3812,3096,2039,1285,954,621,687,0.85,0.6833333333335
297,0.456000628924393,0.51791441073972,0.540227202054674,323,78609,5711,5669,11488,11457,8420,11208,8467,5726,3743,2834,2029,1857,78609,3113,2929,5955,6028,4285,5820,4442,2926,1978,1521,1108,986,2598,2740,5533,5429,4135,5388,4025,2800,1765,1313,921,871,0.8833333333335,0.6833333333335
298,0.475231792158456,0.461266189827643,0.463645356226812,315,118693,8524,8573,17254,17267,13006,17070,12874,8506,5605,4295,2916,2803,118693,4440,4602,8923,9055,6625,9101,7019,4625,2732,2182,1608,1511,4084,3971,8331,8212,6381,7969,5855,3881,2873,2113,1308,1292,0.9166666666665,0.6833333333335
299,0.496490156549681,0.488760694970467,0.487588294855944,374,151309,10918,10673,21818,22074,16439,21917,16457,10847,7348,5472,3708,3638,151309,5794,5792,11668,12506,8617,11664,8668,5623,3811,2665,1892,1925,5124,4881,10150,9568,7822,10253,7789,5224,3537,2807,1816,1713,0.95,0.6833333333335
300,0.492667066264047,0.456840964358175,0.364504099323816,317,123432,8841,8997,17963,17692,13268,17935,13393,9061,5907,4471,2927,2977,123432,4755,4917,9490,8908,7512,9180,6473,4965,3172,2405,1358,1522,4086,4080,8473,8784,5756,8755,6920,4096,2735,2066,1569,1455,0.9833333333335,0.6833333333335
301,0.466531950803068,0.457979832376433,0.575157125604273,281,2815,200,204,420,419,319,400,313,187,118,102,87,46,2815,99,110,215,224,178,214,177,95,63,53,48,23,101,94,205,195,141,186,136,92,55,49,39,23,0.0166666666665,0.65
302,0.457764612138291,0.448733918285268,0.521343256893436,263,3920,290,264,578,553,435,570,446,271,190,141,96,86,3920,157,147,295,290,225,298,247,130,102,78,51,48,133,117,283,263,210,272,199,141,88,63,45,38,0.05,0.65
303,0.46930309411417,0.479250699240989,0.479016686707182,222,4916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333335,0.65
304,0.489342938260485,0.406794254108716,0.409007453759006,208,5760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1166666666665,0.65
305,0.529133352656045,0.511456734779203,0.484384204345991,233,8770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.65
306,0.42099562970177,0.48071177909426,0.617302259236888,249,16844,1189,1166,2509,2390,1821,2455,1877,1207,787,611,426,406,16844,607,612,1323,1170,921,1189,1024,618,429,314,225,211,582,554,1186,1220,900,1266,853,589,358,297,201,195,0.1833333333335,0.65
307,0.427517382155182,0.474220144842035,0.415785663898335,225,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2166666666665,0.65
308,0.484890880033878,0.463780194125796,0.454918635901308,251,10895,832,762,1646,1552,1149,1547,1226,744,540,377,259,261,10895,453,370,765,881,572,800,595,392,322,207,138,145,379,392,881,671,577,747,631,352,218,170,121,116,0.25,0.65
309,0.477907841818343,0.433839594214425,0.359090919525054,194,8452,612,608,1191,1262,871,1221,878,631,406,337,226,209,8452,355,309,669,659,459,643,487,320,220,185,119,103,257,299,522,603,412,578,391,311,186,152,107,106,0.2833333333335,0.65
310,0.475459416882964,0.478152111029418,0.506625610970217,231,13246,1016,966,1820,1936,1484,1876,1456,939,645,470,311,327,13246,520,506,977,979,834,939,770,500,344,275,164,172,496,460,843,957,650,937,686,439,301,195,147,155,0.3166666666665,0.65
311,0.504624816994648,0.427733573039726,0.556115670865097,244,16769,1195,1211,2448,2394,1806,2391,1822,1251,816,625,409,401,16769,635,602,1241,1302,882,1264,990,638,441,322,221,220,560,609,1207,1092,924,1127,832,613,375,303,188,181,0.35,0.65
312,0.490495345301237,0.423545219641141,0.424343165418958,218,14074,988,1019,2082,2022,1565,2052,1501,1033,620,477,383,332,14074,500,571,1102,983,807,1066,776,520,332,248,209,180,488,448,980,1039,758,986,725,513,288,229,174,152,0.3833333333335,0.65
313,0.492615556296896,0.478956573997331,0.373072219721146,236,10398,767,732,1522,1448,1099,1552,1127,731,522,361,279,258,10398,412,378,832,797,557,872,557,386,270,188,138,139,355,354,690,651,542,680,570,345,252,173,141,119,0.4166666666665,0.65
314,0.487244802523873,0.487505974294391,0.555990267082118,307,19637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.65
315,0.511873866942165,0.473752387039671,0.484956141747916,265,24215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4833333333335,0.65
316,0.410645003891683,0.450975209175792,0.365216904264407,173,19221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5166666666665,0.65
317,0.467445924313801,0.432189930896265,0.395382154229638,228,30483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.65
318,0.461238873416324,0.477480624966313,0.449512135668631,279,50091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5833333333335,0.65
319,0.486582053601915,0.469412337070352,0.455887853289921,254,56312,4123,3964,8052,8182,6148,8114,6107,4118,2743,2034,1385,1342,56312,2117,2232,3838,4266,3062,4541,3235,2150,1451,1127,779,725,2006,1732,4214,3916,3086,3573,2872,1968,1292,907,606,617,0.6166666666665,0.65
320,0.486090681081506,0.43283974704633,0.525772805234737,273,63988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.65
